idpub,CESD,Marital_status,School_rank,IQ,SE_status_parents,Town_population,Agreeableness,Conscientiousnes,Extraversion, Neuroticism,Openness,Kidsno,Years_of_education,Age_at_first_birth,Autonomy,Self_Acceptance,No_emp_spell,Social_part_1,Family_Stress,additional_child,trt
918419,12,1,60,103,11,6,25,21,18,21,11,4,14,228,23,29,2,4,11,0,0
918476,18,1,33,81,20,3,32,33,22,25,21,2,19,310,29,34,1,1,7,2,0
918487,10,1,60,98,27,2,33,27,28,12,27,2,13,186,38,37,8,3,5,0,1
918497,57,0,59,124,12,9,29,28,31,27,28,1,12,287,36,26,1,7,14,0,0
918544,32,1,74,91,4,6,32,24,13,24,16,4,12,203,24,14,2,4,9,0,0
918549,31,0,84,107,9,2,34,32,20,15,27,1,13,236,33,29,1,2,12,0,0
918550,3,0,26,91,14,5,34,31,16,21,23,4,12,202,34,42,2,1,4,0,0
918552,19,1,75,111,23,6,31,28,21,11,19,3,16,242,23,30,1,2,12,0,0
918566,41,1,90,109,13,9,29,26,19,16,23,3,12,228,38,23,4,2,8,1,0
918632,3,1,64,109,7,3,25,28,14,13,17,3,12,235,23,31,4,2,5,0,0
918634,42,1,61,97,2,4,25,26,20,21,19,1,19,302,30,29,1,1,11,1,0
918667,110,1,40,102,5,9,23,34,14,22,12,1,12,320,22,11,1,1,8,1,1
918673,24,1,35,96,22,9,26,31,16,22,21,4,12,255,29,27,1,0,12,1,0
918679,4,1,38,98,8,4,28,32,21,21,24,5,12,215,30,37,2,4,10,0,0
918684,6,1,84,99,12,9,34,36,35,7,30,3,13,215,38,41,8,4,8,0,0
918685,15,0,91,109,43,6,25,27,19,16,20,2,16,275,26,34,14,4,9,0,0
918692,45,1,90,120,14,9,23,34,14,17,25,2,17,288,25,22,1,0,10,1,0
918709,9,1,76,139,45,5,31,31,27,10,17,2,16,262,36,37,2,1,8,0,0
918731,11,1,65,79,15,3,31,27,33,20,13,2,12,249,39,35,2,2,9,0,0
918733,20,1,63,102,4,2,25,29,18,16,17,3,13,236,27,30,4,3,14,0,1
918805,20,1,24,67,16,2,30,25,19,20,21,2,12,235,23,31,2,0,12,1,0
918826,11,1,37,99,5,4,34,31,17,21,18,3,13,190,37,40,1,3,8,0,0
918844,3,1,40,92,25,3,27,29,33,28,23,2,12,233,29,24,2,1,6,0,0
918887,6,1,92,133,21,6,32,33,27,7,24,3,13,211,30,42,1,2,12,0,0
918917,28,1,66,107,5,4,18,18,16,1,1,2,12,261,25,26,1,2,12,0,1
918944,84,1,93,109,7,2,23,27,20,22,23,6,12,205,29,23,3,0,13,0,0
918965,4,1,84,98,9,6,31,28,23,15,29,3,12,204,29,35,2,4,9,0,0
918972,15,0,56,88,4,3,26,32,21,18,14,2,12,194,28,32,1,1,8,0,0
918990,10,1,20,83,17,9,29,30,26,17,21,3,12,191,34,40,4,2,12,0,1
919004,33,1,13,89,7,3,24,32,17,18,18,1,12,305,31,28,3,1,7,1,0
919010,15,1,84,109,24,7,31,26,19,13,27,6,16,242,35,35,3,3,8,0,0
919036,17,1,84,106,11,4,26,28,20,17,17,4,15,254,34,34,1,2,10,0,0
919069,7,1,22,89,19,3,31,31,21,13,23,4,12,216,31,39,1,2,7,2,0
919098,3,1,93,99,8,9,30,27,22,15,18,4,12,233,29,30,1,2,9,0,0
919104,13,1,72,99,8,3,30,27,22,25,17,5,12,190,20,37,2,2,9,0,0
919114,14,1,21,97,10,9,34,34,23,10,21,4,12,226,35,40,2,1,8,0,1
919128,17,1,93,139,13,7,31,29,13,14,18,3,13,199,24,32,1,1,12,0,0
919253,6,1,45,109,1,4,30,27,32,22,20,3,13,232,33,32,2,2,8,0,0
919255,19,1,78,124,15,4,18,28,25,17,21,3,13,190,39,29,1,2,8,0,0
919259,3,1,89,124,16,2,30,33,31,10,18,4,12,191,41,39,2,3,11,0,0
919263,3,1,95,117,7,3,26,27,32,13,28,6,14,215,33,36,1,3,9,0,0
919267,5,1,31,88,20,5,31,26,26,16,15,4,12,199,22,33,1,0,8,0,0
919289,21,1,75,106,19,9,21,27,19,19,21,2,13,282,26,27,2,2,13,0,0
919291,28,1,69,97,33,3,27,29,27,18,13,3,16,240,31,29,2,3,8,0,0
919318,4,1,53,124,17,9,30,32,33,8,29,2,13,267,40,41,7,1,9,6,0
919319,25,1,75,112,1,3,29,24,23,17,27,3,16,282,27,30,7,5,8,0,1
919349,5,1,21,94,11,6,35,24,21,21,16,2,15,231,33,32,1,4,14,0,0
919363,33,1,64,97,19,6,28,27,20,17,24,5,12,220,29,32,1,1,8,0,1
919386,16,1,85,87,26,4,23,22,21,24,15,4,16,226,23,16,1,3,8,0,0
919400,18,1,34,88,10,8,31,27,23,19,15,3,12,288,31,33,1,2,10,0,0
919401,7,1,91,115,5,4,31,22,29,15,23,3,13,219,29,28,4,3,10,0,0
919429,3,1,46,97,3,5,35,32,27,15,22,5,12,220,30,38,3,5,8,0,0
919432,33,1,85,91,3,5,31,32,24,20,22,5,15,225,34,31,1,2,8,0,0
919434,15,1,54,120,21,7,27,31,28,15,18,1,12,280,31,33,2,1,7,0,0
919448,16,1,95,98,32,9,31,31,20,17,23,2,16,295,27,29,2,0,11,0,0
919479,24,1,43,92,14,4,27,31,30,13,22,3,12,230,36,36,1,2,8,0,1
919494,1,1,84,112,12,3,31,32,21,6,23,1,15,230,39,42,1,5,4,0,1
919496,5,1,38,97,16,5,28,33,22,22,13,2,12,197,37,41,2,5,8,0,0
919514,10,1,44,107,18,6,30,30,28,9,25,3,15,231,37,36,4,7,9,1,0
919526,1,1,66,85,4,2,28,36,26,18,25,3,12,279,27,42,3,2,4,0,0
919527,47,1,35,97,6,9,20,26,29,16,26,3,12,200,37,19,8,3,15,0,1
919555,15,1,24,94,53,9,32,23,23,10,29,6,16,263,31,41,8,2,12,0,0
919560,15,1,79,118,10,3,16,16,8,7,14,3,13,188,28,38,3,3,11,0,0
919579,2,1,80,113,3,2,36,36,22,12,20,4,12,187,42,36,1,2,4,0,0
919621,8,1,60,99,6,5,27,29,22,14,19,4,12,187,29,35,2,0,6,0,1
919626,15,1,80,96,7,4,35,28,21,13,26,3,12,242,27,27,4,4,12,0,0
919652,15,1,47,96,14,4,31,30,23,12,34,2,13,231,30,35,1,2,12,0,0
919677,18,1,59,83,23,7,27,32,15,21,18,4,12,206,38,28,2,3,6,0,0
919683,3,1,65,93,26,3,30,35,22,12,25,2,13,202,33,39,2,2,7,0,0
919704,4,1,91,109,26,7,34,31,22,22,19,3,15,227,24,34,4,4,11,0,0
919728,1,1,97,118,24,8,26,33,20,15,30,2,18,267,42,30,3,1,7,0,0
919732,35,1,74,97,9,9,33,31,22,22,26,2,16,280,23,23,2,5,9,0,0
919737,4,1,53,111,6,2,33,23,25,21,20,3,12,235,30,35,1,1,8,0,0
919760,7,1,16,86,4,2,33,32,29,9,25,3,12,225,38,36,1,1,7,0,0
919761,8,1,68,99,12,6,33,31,32,15,29,3,13,194,36,41,8,1,8,0,0
919763,24,1,43,97,3,3,32,26,15,21,8,2,12,195,28,24,3,1,4,0,0
919778,6,1,22,109,34,5,31,26,22,10,25,3,15,252,23,18,2,6,8,0,1
919791,6,1,98,107,25,3,22,24,20,17,21,3,15,257,36,34,4,4,9,0,0
919806,8,1,92,115,15,4,21,29,23,16,20,4,14,195,30,25,4,1,8,0,0
919816,3,1,51,109,17,4,32,33,25,16,17,4,12,204,38,42,7,1,8,0,1
919825,0,1,78,111,24,4,31,31,26,13,24,3,15,206,35,39,2,3,4,0,1
919856,24,1,94,109,29,4,27,32,23,13,26,3,16,245,24,36,2,3,10,0,0
919858,16,1,68,104,4,3,29,26,20,16,18,3,12,230,28,35,1,1,6,0,0
919910,33,1,89,112,21,2,22,18,22,20,19,2,20,227,29,35,2,2,11,0,0
919926,7,1,24,104,12,5,34,26,25,17,24,1,12,234,21,30,3,3,12,0,0
919932,12,1,5,91,21,6,30,32,29,16,20,4,12,214,42,42,2,5,4,0,0
919978,23,1,30,102,13,4,29,27,23,16,32,4,12,210,32,36,4,3,4,0,0
920052,5,1,81,121,5,2,33,27,22,15,19,5,13,211,24,33,2,3,11,0,0
920070,21,0,88,123,11,4,28,25,17,19,31,2,17,269,28,37,2,4,4,0,0
920080,18,1,33,96,11,4,27,25,25,23,22,2,12,246,31,24,7,1,6,0,0
920116,14,1,60,123,4,3,31,27,27,17,20,2,16,306,24,30,1,0,9,2,0
920119,17,1,66,120,15,6,25,31,27,15,30,3,16,235,30,37,1,9,14,0,0
920125,38,1,85,104,22,2,31,24,30,21,10,2,12,229,37,41,1,3,8,0,0
920133,22,1,47,89,19,4,27,27,23,23,9,4,13,231,24,33,1,3,13,0,0
920162,0,1,85,124,24,9,32,28,20,16,19,3,12,200,37,38,4,0,4,0,0
920183,18,1,7,83,3,6,31,28,24,22,20,3,12,203,22,21,2,0,11,0,0
920190,13,1,83,104,8,2,26,32,16,14,23,2,12,210,24,39,6,1,10,0,1
920194,20,1,73,115,23,5,24,27,24,19,24,4,17,207,35,36,1,1,9,0,1
920198,23,1,71,99,6,4,22,30,20,17,22,3,12,195,25,34,1,1,7,0,1
920211,12,1,60,109,31,3,31,28,26,13,21,3,12,194,33,39,7,4,9,0,0
920216,6,1,44,112,14,6,31,30,22,18,17,4,12,213,26,41,2,4,10,0,0
920270,4,1,83,104,18,4,29,34,26,11,23,4,14,260,35,42,1,1,13,0,0
920321,24,1,47,91,11,4,27,31,19,19,19,2,13,215,28,34,2,0,11,0,0
920362,9,1,30,109,5,2,24,36,23,14,21,2,12,285,36,38,2,1,11,0,0
920382,12,1,74,107,13,2,36,29,25,25,20,2,12,260,28,40,1,6,8,0,0
920393,0,1,13,75,16,4,31,33,33,14,32,2,12,197,32,35,7,3,4,0,1
920420,17,1,24,76,10,2,23,25,21,18,22,4,12,210,30,21,1,3,13,0,0
920463,30,1,90,111,9,3,32,32,22,19,25,4,12,199,33,36,2,2,9,0,0
920464,28,1,59,103,16,6,36,36,34,13,20,4,12,212,33,41,4,3,5,1,0
920470,14,1,52,85,10,5,18,15,20,13,25,5,13,214,26,30,1,0,9,0,0
920496,24,1,30,106,12,8,33,29,22,12,17,4,12,233,22,33,2,0,8,0,0
920508,21,1,79,97,19,6,33,32,23,15,29,2,14,240,28,38,1,8,12,2,0
920529,9,1,70,99,21,9,27,29,25,16,19,3,16,328,29,39,1,0,11,1,0
920535,4,1,73,111,12,4,26,25,21,12,19,3,15,264,32,39,1,1,4,0,0
920556,70,0,67,117,10,4,28,24,18,20,28,2,13,207,25,32,3,1,7,8,0
920593,0,1,89,111,23,5,29,30,22,14,14,7,12,222,32,39,1,3,8,0,0
920645,23,1,34,78,7,3,27,27,21,16,22,2,15,244,31,36,1,2,5,0,0
920648,24,1,29,71,7,4,24,34,30,17,14,4,12,210,34,28,2,1,6,0,0
920687,9,1,37,96,23,7,35,31,23,9,30,2,15,238,31,36,3,3,8,3,1
920737,5,1,65,109,10,7,30,31,21,16,20,4,12,217,36,40,8,0,7,0,0
920769,7,1,19,97,6,5,31,34,24,12,18,5,12,219,29,37,3,2,7,2,0
920785,30,1,5,91,3,7,35,29,27,17,20,4,12,190,30,42,2,2,7,0,0
920820,26,1,47,117,3,9,24,30,18,18,21,4,16,227,40,25,1,4,9,0,0
920823,23,1,81,104,37,4,26,23,23,19,28,2,14,225,29,19,2,4,10,0,0
920926,3,1,68,109,20,6,33,25,31,14,23,2,13,223,32,42,4,4,10,0,0
921010,20,1,49,87,15,4,26,25,25,16,17,2,13,277,36,40,4,4,8,0,0
921018,6,1,21,98,7,6,33,34,26,11,22,6,12,190,35,35,3,0,8,0,0
921030,10,1,33,99,15,6,33,31,22,12,26,2,13,292,34,32,3,2,10,0,0
921039,1,1,42,112,6,2,34,32,24,6,19,3,12,277,34,40,1,2,4,0,0
921055,14,1,45,111,7,9,21,31,26,17,24,2,12,249,36,30,2,1,11,0,0
921057,25,1,47,107,5,4,34,26,23,18,23,3,12,189,26,24,7,2,17,0,1
921075,6,1,72,104,3,3,34,31,29,6,23,3,12,249,29,41,2,2,8,0,0
921095,12,1,51,98,24,3,29,27,25,21,17,1,16,280,22,34,2,4,11,1,0
921120,18,1,64,112,23,4,32,35,34,17,30,3,15,225,37,41,10,5,8,0,0
921145,12,1,96,124,29,6,33,32,31,15,22,7,16,233,37,41,1,5,8,2,0
921176,30,1,5,81,4,9,28,32,22,22,21,3,12,223,33,35,3,1,8,0,0
921183,51,1,63,104,25,9,20,25,20,29,26,2,16,301,29,21,3,0,16,0,0
921193,6,1,31,91,11,6,30,28,26,16,24,4,13,240,29,33,1,1,8,0,0
921204,2,1,80,109,9,8,35,32,19,19,21,5,12,200,34,40,1,2,10,0,0
921233,12,1,16,81,4,2,28,30,29,17,17,3,14,212,26,29,7,1,8,0,0
921234,78,0,69,117,2,4,21,21,22,25,28,2,13,224,34,18,3,1,4,0,0
921239,10,1,88,81,5,4,36,30,30,20,21,4,13,229,37,38,2,6,8,0,0
921252,22,1,51,101,7,5,29,29,20,14,20,2,13,262,25,37,3,3,11,0,0
921277,4,1,90,118,28,6,36,28,28,15,20,2,16,273,37,41,2,3,4,0,0
921284,7,1,99,124,45,7,33,31,23,12,28,2,16,285,32,38,4,5,11,0,0
921287,35,1,99,125,4,4,29,30,28,16,23,3,12,187,33,28,4,1,9,0,1
921295,6,1,28,102,46,9,25,29,25,18,22,1,16,240,34,42,3,3,8,0,0
921302,0,1,66,123,22,3,30,33,30,11,33,2,12,215,35,37,4,5,4,0,0
921311,2,1,13,82,9,6,35,32,24,12,15,1,12,195,29,40,4,1,8,0,0
921334,6,1,86,115,10,4,36,33,24,21,20,1,12,229,22,35,1,2,12,0,0
921352,1,1,86,109,21,7,34,32,27,10,21,3,15,280,30,39,2,6,8,6,0
921361,17,1,82,125,42,2,36,33,25,18,28,1,14,352,32,40,2,0,7,0,0
921362,6,0,78,98,8,3,36,34,22,8,24,5,12,198,35,41,2,4,4,0,0
921368,2,1,78,113,17,9,34,31,31,8,31,3,16,258,38,41,1,1,6,0,0
921398,1,1,93,115,18,9,31,35,24,12,25,5,18,223,33,42,0,0,12,2,0
921426,29,1,82,118,10,3,35,29,30,11,22,2,17,275,30,38,3,3,12,1,0
921443,2,1,92,112,21,6,27,34,16,12,14,3,12,240,28,30,2,0,10,0,0
921454,77,1,30,98,18,9,23,26,9,30,18,4,12,201,29,18,2,2,16,0,0
921489,6,1,63,106,16,5,26,31,22,16,20,4,12,200,28,34,3,4,10,0,0
921500,6,1,60,91,6,6,33,35,30,7,27,3,12,275,33,37,2,1,4,0,0
921586,2,1,60,93,10,2,29,29,24,16,26,3,16,250,30,33,2,1,6,0,0
921619,8,1,58,86,9,3,31,28,22,8,20,4,12,235,22,37,4,1,10,0,0
921627,32,1,62,102,13,6,30,20,29,23,23,3,12,215,32,36,4,1,9,0,0
921632,5,1,99,124,3,6,33,31,24,22,27,2,17,278,26,36,1,4,8,0,0
921640,10,1,38,93,21,6,28,25,24,15,25,4,12,195,41,41,1,3,8,0,0
921648,9,1,65,96,6,2,36,33,19,15,22,5,13,214,24,32,2,2,7,1,0
921675,53,1,93,118,20,6,30,27,14,20,17,2,12,252,15,24,1,3,11,0,0
921784,10,1,61,99,3,3,31,24,22,20,20,2,13,271,28,36,2,5,7,0,0
921798,26,1,7,87,29,3,23,22,19,20,19,4,13,222,23,26,3,1,11,0,0
921865,16,1,55,86,12,4,34,30,27,10,20,2,13,230,24,37,1,2,4,0,0
921875,15,1,94,125,25,3,33,31,23,13,25,2,17,224,29,30,2,3,9,0,1
921883,6,1,72,109,18,5,29,33,21,14,23,3,12,185,38,33,2,3,8,0,1
921898,8,1,35,89,17,2,26,26,25,19,17,1,13,349,28,28,1,1,11,5,0
921904,15,1,76,112,13,6,35,32,32,21,29,1,14,241,41,22,6,3,14,0,0
921909,10,1,45,103,7,2,22,24,23,17,21,4,12,195,29,34,4,2,6,0,0
921943,15,1,34,89,10,4,26,24,19,20,15,4,12,191,29,26,2,3,7,0,0
921947,11,1,92,124,9,4,33,25,22,11,22,5,13,197,26,39,4,3,7,0,0
921948,6,1,95,103,22,6,32,25,35,17,29,2,15,248,39,41,1,4,8,0,0
921966,4,1,70,101,20,7,36,36,30,5,25,1,12,285,34,38,1,1,4,0,0
921992,34,1,6,75,6,5,31,25,14,24,19,4,12,242,21,27,7,1,12,-3,0
921994,0,1,90,106,19,4,12,18,18,1,6,3,18,229,36,36,2,1,4,0,0
922032,6,1,45,109,12,5,26,24,20,17,25,3,12,252,36,32,9,6,13,0,1
922051,9,1,92,120,14,2,23,33,24,25,21,4,14,197,29,36,2,2,5,4,0
922112,0,1,89,99,30,6,33,34,30,15,17,2,14,268,27,34,1,2,11,1,0
922114,13,1,90,123,22,4,24,35,34,14,29,3,16,261,41,42,3,4,7,0,0
922119,9,1,88,124,31,8,25,23,23,16,29,2,17,235,33,35,1,5,6,2,0
922128,5,1,18,87,10,9,25,31,27,14,21,2,13,244,34,30,1,1,9,0,0
922196,12,1,73,75,12,2,30,25,19,18,23,4,12,220,26,34,7,1,9,0,1
922235,20,1,95,98,9,4,35,32,25,21,23,2,15,236,26,31,1,6,11,0,0
922262,64,1,42,91,3,4,24,22,20,18,19,3,12,248,15,12,1,1,13,0,0
922267,38,1,32,85,29,5,26,23,23,17,16,2,12,222,32,36,1,1,10,0,0
922268,37,1,82,109,18,4,26,29,24,20,14,1,15,216,32,22,1,6,8,2,0
922301,3,1,67,102,17,6,28,32,21,14,26,3,15,231,38,39,3,2,8,2,0
922311,11,1,42,88,14,4,27,35,27,17,19,2,12,195,26,34,1,4,12,0,0
922327,9,1,84,129,19,6,32,34,29,11,25,3,12,228,36,35,3,2,8,0,1
922331,24,1,97,96,7,3,26,27,20,22,15,2,16,270,20,32,1,1,19,0,0
922340,5,1,84,97,34,6,34,34,22,23,18,2,13,288,35,37,2,3,4,0,0
922351,68,1,11,75,8,5,32,29,26,24,24,5,12,201,32,33,3,7,10,1,0
922360,40,1,90,133,13,9,32,32,33,22,31,2,12,233,39,31,1,6,8,0,0
922396,5,1,84,124,18,6,33,30,27,10,23,3,12,253,38,34,3,5,5,0,0
922415,12,1,95,85,15,3,35,34,21,16,17,4,12,218,28,30,1,2,9,0,0
922418,31,1,72,97,5,3,34,32,21,19,22,2,15,285,28,37,4,3,10,0,0
922423,13,1,96,124,32,4,29,31,19,14,22,4,16,237,39,40,3,0,8,0,0
922484,1,1,51,99,22,5,32,33,31,14,24,2,13,286,37,40,1,5,7,0,0
922489,20,1,30,77,6,4,28,29,25,13,25,2,12,237,29,39,2,2,8,4,0
922493,56,1,96,113,24,3,30,25,25,26,26,2,15,225,24,18,1,2,10,0,0
922505,12,1,27,115,18,8,30,25,9,17,20,3,12,188,27,33,2,1,8,0,1
922510,7,1,81,96,12,5,33,27,25,12,27,2,16,233,40,34,4,2,5,0,0
922521,29,1,7,91,28,9,30,29,23,12,13,1,12,360,33,34,2,0,14,2,0
922530,6,1,78,103,19,4,36,29,28,17,26,3,16,222,40,34,3,3,13,1,0
922595,18,1,36,81,13,3,28,28,25,26,17,4,12,227,27,33,0,1,9,0,0
922611,11,1,37,96,36,7,31,33,30,14,18,2,14,225,22,33,2,1,4,0,0
922616,5,1,82,111,18,2,36,36,32,15,24,4,12,190,39,41,2,4,5,0,0
922621,4,1,91,123,53,7,31,35,34,7,33,2,16,258,40,42,1,6,12,0,0
922630,30,1,50,94,21,6,24,25,23,19,24,3,14,225,25,30,1,6,8,0,1
922636,3,1,64,107,20,2,31,35,18,23,20,4,13,225,39,42,4,3,6,-1,0
922657,10,1,79,115,7,7,28,27,23,18,14,2,12,237,23,32,3,2,13,0,0
922662,18,1,67,82,3,9,26,30,34,23,21,4,12,200,29,32,1,7,9,0,0
922666,6,1,85,111,26,5,29,28,22,16,30,3,17,249,37,36,1,2,5,0,0
922688,9,1,16,98,31,9,36,31,36,13,24,5,13,205,42,42,2,5,4,1,0
922704,35,1,82,107,20,2,31,26,31,9,25,3,16,218,32,30,2,4,15,0,0
922754,50,1,62,101,7,4,25,24,23,27,17,3,12,213,21,24,3,1,8,0,1
922765,5,1,53,94,6,3,24,31,31,7,34,1,12,331,42,40,1,2,9,0,0
922785,3,1,88,127,12,3,35,32,28,8,19,4,15,223,35,35,1,5,12,0,1
922814,8,1,62,79,4,4,32,36,20,16,21,6,12,230,41,41,2,4,15,0,0
922855,10,1,79,103,17,2,30,26,23,14,25,3,12,210,25,35,1,0,8,0,0
922936,62,1,43,88,3,2,29,29,18,23,19,4,14,212,22,23,2,3,13,0,0
922937,16,1,60,133,9,3,26,34,30,15,25,5,12,203,34,35,3,3,12,0,0
922971,8,1,98,107,32,7,35,29,14,18,19,2,17,271,29,39,1,2,8,0,0
922972,3,1,91,106,23,4,36,35,20,26,13,2,12,213,30,39,1,1,9,0,0
922977,22,1,92,117,7,2,25,25,16,23,17,7,12,187,26,24,2,1,9,3,0
922992,15,1,34,93,13,6,36,36,30,12,17,2,12,211,31,31,1,0,4,0,1
923007,2,1,49,101,34,7,36,31,24,10,31,4,16,243,36,41,1,5,8,0,0
923020,22,1,47,87,9,7,31,20,14,12,19,3,12,225,18,31,3,1,6,0,1
923129,5,0,71,101,15,3,36,33,23,13,23,3,13,237,37,42,8,3,4,0,1
923214,14,1,92,117,45,6,35,30,35,5,33,1,16,307,24,39,2,3,10,2,0
923215,42,1,31,96,24,5,31,30,25,23,21,3,12,199,37,33,1,1,11,0,0
923297,7,1,87,102,40,7,30,31,28,15,22,1,17,348,34,35,1,0,9,1,0
923302,4,1,98,109,10,3,32,34,32,13,23,2,17,288,31,40,1,2,11,1,0
923304,31,1,48,117,35,7,31,29,13,22,26,3,14,230,26,17,9,3,7,0,1
923343,15,1,28,75,17,2,27,20,19,20,22,3,12,220,29,33,1,2,8,0,0
923354,14,1,94,97,16,9,31,28,26,14,23,4,12,210,28,30,4,4,12,0,0
923372,40,1,79,118,29,7,31,29,19,23,19,3,17,249,27,22,2,1,8,0,1
923389,4,1,52,111,17,9,26,21,21,17,22,5,12,228,26,34,0,3,9,0,0
923405,16,1,25,86,9,3,26,27,24,17,20,1,12,230,25,29,1,2,11,0,0
923413,21,1,87,124,18,6,21,30,20,13,18,2,17,265,28,33,2,3,9,0,0
923433,39,1,68,96,24,4,21,30,21,23,16,2,12,211,24,29,4,0,15,0,1
923486,21,1,66,112,23,9,24,27,26,18,25,3,12,202,33,33,2,1,10,0,0
923500,64,1,63,93,12,4,31,30,23,20,15,3,13,231,30,20,1,3,8,0,0
923511,16,1,29,86,12,6,32,28,26,13,23,3,12,222,30,31,4,0,8,3,0
923536,13,1,70,103,7,7,26,30,28,10,21,2,12,266,32,36,3,2,9,0,0
923554,7,1,81,111,12,6,31,33,28,9,26,2,12,226,40,37,1,4,8,0,0
923561,1,1,40,86,14,4,30,34,28,12,17,4,13,199,38,42,3,2,8,0,1
923573,1,0,80,106,5,4,31,34,22,16,15,2,12,210,41,41,3,0,10,0,1
923636,1,1,26,89,10,3,21,13,17,11,9,2,12,258,33,38,2,1,10,0,0
923644,26,1,18,85,29,8,34,31,25,20,25,1,12,297,27,27,2,1,12,1,0
923677,1,1,52,106,10,4,35,32,29,6,23,6,12,198,42,36,2,0,10,0,0
923751,24,1,60,86,3,4,29,30,28,19,20,3,13,213,29,35,1,2,11,0,1
923755,10,0,72,109,8,5,24,33,17,18,29,4,12,190,32,41,1,5,10,2,0
923761,15,1,40,99,15,4,27,26,22,21,13,2,12,200,27,33,1,2,8,0,0
923779,22,1,93,120,11,6,24,22,21,17,21,6,16,229,28,35,4,1,13,1,0
923789,5,1,80,109,20,2,20,32,21,11,24,3,16,247,31,31,1,1,10,0,0
923794,12,1,51,91,7,4,29,22,22,16,23,4,15,209,29,34,3,1,8,0,0
923803,19,1,68,103,9,4,29,28,30,23,17,2,12,269,38,27,2,0,8,0,0
923820,5,1,74,98,5,2,36,33,15,10,26,1,16,320,30,42,1,2,4,0,0
923840,11,1,73,117,56,6,27,25,28,17,27,2,18,260,35,35,3,3,9,0,0
923847,21,1,48,94,7,9,30,34,19,10,23,2,13,209,30,33,3,4,10,0,1
923856,12,1,92,109,24,7,36,35,34,7,19,3,12,217,30,40,2,1,8,2,0
923874,21,1,29,98,20,9,29,28,21,13,22,5,12,205,30,28,4,1,9,0,0
923927,60,1,84,112,18,9,31,33,23,28,21,3,14,265,29,16,3,2,1,0,0
923928,33,1,92,94,7,4,34,26,14,21,24,1,16,281,32,31,1,1,14,0,0
923974,29,1,79,113,29,2,31,36,27,14,26,4,13,203,36,31,2,4,10,0,0
923985,12,1,96,109,28,2,28,36,36,10,25,3,13,229,37,41,1,2,12,0,0
924006,23,0,27,109,4,6,26,29,24,11,15,2,13,270,31,25,3,1,9,0,0
924054,13,1,67,103,13,6,29,32,18,19,18,3,12,239,27,25,1,1,8,0,0
924057,0,1,71,117,30,6,35,36,25,12,31,3,16,245,41,42,1,9,4,0,0
924069,20,1,73,129,20,9,23,24,16,15,23,2,12,194,29,30,3,3,14,0,0
924163,25,1,32,91,6,2,29,27,23,18,27,3,13,232,29,33,2,1,11,0,1
924164,30,1,43,93,15,5,29,25,18,14,26,2,12,289,30,27,1,1,15,0,0
924183,33,1,35,102,10,2,26,27,23,17,14,2,12,195,30,29,2,1,6,0,0
924188,0,1,52,102,12,2,32,35,30,11,23,3,15,226,31,37,3,1,7,0,1
924201,15,1,56,121,24,4,27,28,18,20,18,2,12,215,35,42,2,2,9,0,0
924216,0,1,68,112,15,9,27,33,26,11,18,3,18,254,37,40,3,3,11,0,0
924238,114,1,67,92,21,6,32,33,19,19,24,2,16,229,25,16,2,6,13,0,1
924254,7,1,97,115,80,7,28,25,29,11,31,2,16,256,35,41,1,1,4,1,0
924262,6,1,91,121,3,3,33,32,17,17,20,4,12,206,31,35,3,2,7,0,1
924274,5,1,79,112,35,4,31,32,22,13,28,3,16,245,33,39,3,4,12,0,0
924307,20,1,36,93,6,6,27,28,30,27,23,3,12,204,24,31,2,1,4,0,0
924316,24,1,63,106,10,3,29,30,16,16,17,2,12,195,32,31,1,2,9,0,0
924386,7,1,43,113,16,4,23,24,25,19,27,2,16,271,31,28,1,3,12,0,0
924392,16,1,15,94,12,3,18,10,6,12,4,4,12,195,11,23,4,2,13,0,0
924414,13,1,92,106,3,3,32,35,17,19,13,3,14,276,23,32,2,2,10,0,0
924427,2,1,39,104,27,4,32,31,26,14,24,5,12,222,36,39,2,2,6,0,0
924431,32,1,74,121,32,8,30,29,19,14,23,4,16,230,34,29,2,4,10,5,0
924434,15,1,77,102,9,8,32,22,16,11,24,3,14,220,37,32,1,2,8,5,0
924456,16,1,44,88,18,3,29,29,18,22,13,4,12,225,19,33,1,1,4,0,0
924530,5,1,89,118,22,4,34,30,21,13,25,3,12,235,32,34,4,5,10,0,1
924541,26,1,39,77,16,6,33,33,14,11,12,2,12,195,33,37,2,4,5,0,0
924546,13,0,74,111,11,2,19,29,10,13,30,2,14,276,39,39,2,1,4,0,1
924551,14,1,64,103,7,9,30,25,24,17,21,2,12,207,33,37,1,0,8,0,0
924554,1,1,80,113,19,7,31,34,30,22,35,3,16,246,33,41,4,5,12,0,0
924623,23,1,43,91,9,4,36,35,19,18,14,2,12,248,26,37,3,2,6,0,0
924641,31,1,56,106,8,6,27,25,20,24,15,3,12,260,35,22,1,0,13,1,1
924642,7,1,84,91,31,4,34,36,36,11,30,3,17,209,41,42,3,5,5,3,0
924659,7,1,82,99,9,5,29,32,24,17,20,3,12,202,42,42,1,4,6,0,0
924669,2,1,62,97,7,6,35,36,24,9,23,3,12,301,41,42,2,3,4,1,0
924671,28,1,24,92,11,6,26,28,24,21,23,2,12,215,30,33,3,5,8,0,0
924733,5,1,47,97,6,7,28,36,29,15,27,2,14,240,33,35,4,3,8,-2,0
